   5.579416976389E+08   1.019317E+00
   5.579417076389E+08   1.881017E+00
   5.579417176389E+08   1.355934E+00
   5.579417276389E+08   2.904876E-01
   5.579417376389E+08   1.059168E+00
   5.579417476389E+08   4.369200E-01
   5.579417576389E+08   2.894367E-01
   5.579417676389E+08   1.150131E+00
   5.579417776389E+08   2.883413E-01
   5.579417876389E+08   5.779893E-01
   5.579417976389E+08   5.758943E-01
   5.579418076389E+08   1.597673E+00
   5.579418176389E+08   4.377041E-01
   5.579418276389E+08   1.010766E+00
   5.579418376389E+08   2.906511E-01
   5.579418476389E+08   2.890951E-01
   5.579418576389E+08   4.352902E-01
   5.579418676389E+08   4.349977E-01
   5.579418776389E+08   2.888751E-01
   5.579418876389E+08   2.896369E-01
   5.579418976389E+08   2.892662E-01
   5.579419076389E+08   5.756128E-01
   5.579419176389E+08   4.329893E-01
   5.579419276389E+08   8.634072E-01
   5.579419376389E+08   1.011260E+00
   5.579419476389E+08   5.799016E-01
   5.579419576389E+08   4.361272E-01
   5.579419676389E+08   8.672322E-01
   5.579419776389E+08   7.238165E-01
   5.579419876389E+08   7.215922E-01
   5.579419976389E+08   2.877475E-01
   5.579420076389E+08   2.904852E-01
   5.579420176389E+08   1.450328E-01
   5.579420276389E+08   1.443937E-01
   5.579420376389E+08   4.329277E-01
   5.579420476389E+08   7.740366E-01
   5.579420576389E+08   1.445391E-01
   5.579420676389E+08   1.444376E-01
   5.579420776389E+08   2.918548E-01
   5.579420876389E+08   6.042848E-01
   5.579420976389E+08   4.339237E-01
   5.579421076389E+08   2.985523E-01
   5.579421176389E+08   1.505358E-01
   5.579421276389E+08   4.332021E-01
   5.579421376389E+08   0.000000E+00
   5.579421476389E+08   1.444597E-01
   5.579421576389E+08   2.897117E-01
   5.579421676389E+08  -1.448095E-01
   5.579421776389E+08   4.340840E-01
   5.579421876389E+08   1.501000E-01
   5.579421976389E+08   1.451297E-01
   5.579422076389E+08   1.439476E-01
   5.579422176389E+08   2.886105E-01
   5.579422276389E+08   4.368865E-01
   5.579422376389E+08   3.050078E-01
   5.579422476389E+08   2.892828E-01
   5.579422576389E+08   1.498772E-01
   5.579422676389E+08   2.894570E-01
   5.579422776389E+08  -1.452819E-01
   5.579422876389E+08   2.875082E-01
   5.579422976389E+08  -7.747182E-04
   5.579423076389E+08   1.448171E-01
   5.579423176389E+08   1.438233E-01
   5.579423276389E+08   1.448237E-01
   5.579423376389E+08   4.384649E-01
   5.579423476389E+08   0.000000E+00
   5.579423576389E+08   1.518381E-01
   5.579423676389E+08   2.879713E-01
   5.579423776389E+08   3.002028E-01
   5.579423876389E+08   2.900016E-01
   5.579423976389E+08   2.894582E-01
   5.579424076389E+08   0.000000E+00
   5.579424176389E+08   4.489817E-01
   5.579424276389E+08   1.450752E-01
   5.579424376389E+08   4.392852E-01
   5.579424476389E+08   2.919087E-01
   5.579424576389E+08   2.892714E-01
   5.579424676389E+08   4.326556E-01
   5.579424776389E+08   4.361692E-01
   5.579424876389E+08   1.500569E-01
   5.579424976389E+08   4.342188E-01
   5.579425076389E+08   1.445319E-01
   5.579425176389E+08   1.297201E+00
   5.579425276389E+08   8.719673E-01
